Topic,Words,Frequency,Timestamp,Name
18,"hamas, israel, militant, gaza, israeli",8,2023-10-05 13:32:03.960784384+00:00,Gaza War & Hamas Attack
19,"valuation, residence, fraud, civil, club",1,2023-10-05 13:32:03.960784384+00:00,Donald Trump Fraud Trial
20,"archly, kenoza, bedroom, revival, calistoga",3,2023-10-05 13:32:03.960784384+00:00,Three-bedroom home in Los Angeles
21,"vratsanos, nagamichi, zhouqin, burnikel, cho",4,2023-10-05 13:32:03.960784384+00:00,Solving Weekend Puzzles
22,"balanchine, ballet, dance, crocs, techno",5,2023-10-05 13:32:03.960784384+00:00,Dance in New York
23,"reserve, cool, rate, bumpy, interest",4,2023-10-05 13:32:03.960784384+00:00,Federal Reserve Interest Rate
24,"broadway, musical, guildhall, lunacy, uncrowded",5,2023-10-05 13:32:03.960784384+00:00,Broadway Musical Revival
25,"pixel, artificial, element, remove, intelligence",1,2023-10-05 13:32:03.960784384+00:00,Artificial Intelligence
26,"spoiler, contains, review, warning, columnist",7,2023-10-05 13:32:03.960784384+00:00,Day Puzzle Warning Contains Spoiler
27,"nba, sexy, savage, album, sza",2,2023-10-05 13:32:03.960784384+00:00,Billboard Chart Toppers
28,"eric, adam, mayor, immigrant, misery",2,2023-10-05 13:32:03.960784384+00:00,Mayor Eric Adam
29,"social, dissociative, disillusionment, medium, marketer",4,2023-10-05 13:32:03.960784384+00:00,Social Media Platform
31,"meltdown, forcefully, contrast, chosen, achievement",1,2023-10-05 13:32:03.960784384+00:00,Biden Addresses American Public
32,"unlawful, crossing, border, asylum, migrant",5,2023-10-05 13:32:03.960784384+00:00,Asylum Seekers at Southern Border
33,"employ, profitable, pickup, battery, sharply",2,2023-10-05 13:32:03.960784384+00:00,Electric Vehicles
34,"utmost, discretion, secrecy, catholic, sensitive",1,2023-10-05 13:32:03.960784384+00:00,Pope Francis and Catholic Church
35,"lawrence, condemned, blamed, controversy, divide",2,2023-10-05 13:32:03.960784384+00:00,Palestinian protest on campus
37,"ethicist, magazine, columnist, dilemma, midst",2,2023-10-05 13:32:03.960784384+00:00,Climate Change Ethics
38,"riccitiello, angered, unity, significantly, software",1,2023-10-05 13:32:03.960784384+00:00,Microsoft Google Face Antitrust Probe
39,"brook, rakim, biggs, gelles, pajama",2,2023-10-05 13:32:03.960784384+00:00,Dating App Success Stories
40,"farid, rapist, accuser, el, convicted",1,2023-10-05 13:32:03.960784384+00:00,Sexual Assault Allegations
41,"redder, mace, distorted, docket, unfinished",3,2023-10-05 13:32:03.960784384+00:00,Supreme Court Cases
42,"waco, felix, marshall, brandon, hometown",1,2023-10-05 13:32:03.960784384+00:00,Yankees vs Mets Baseball Rivalry
43,"florida, electing, governor, swirl, gaetz",2,2023-10-05 13:32:03.960784384+00:00,Florida Governor Presidential Campaign
44,"companion, dog, needing, canine, absolutely",3,2023-10-05 13:32:03.960784384+00:00,Dog Care Industry
46,"philharmonic, orchestra, inyte, mirga, graz",3,2023-10-05 13:32:03.960784384+00:00,Orchestra Conductor Life
49,"speaker, scalise, steve, house, republican",16,2023-10-05 13:32:03.960784384+00:00,Speaker Vote Challenge
51,"imitating, game, imagination, niche, lifeline",2,2023-10-05 13:32:03.960784384+00:00,Video Game
52,"colliding, fraying, vigorous, reopened, harrowing",2,2023-10-05 13:32:03.960784384+00:00,Alaska Airline Flight Incident
54,"frankly, white, relaxed, ass, exclusive",2,2023-10-05 13:32:03.960784384+00:00,White House Politics
55,"union, unifor, strike, automobile, aback",3,2023-10-05 13:32:03.960784384+00:00,Union Negotiations
56,"bankman, fried, ftx, crypto, fraud",7,2023-10-05 13:32:03.960784384+00:00,FTX Founder Arrested
57,"pick, include, brawling, hoffner, marveled",3,2023-10-05 13:32:03.960784384+00:00,This Month's Pick Include
60,"clapback, interspecies, stalked, colonized, bohannon",3,2023-10-05 13:32:03.960784384+00:00,Reptile Evolution in Australia
61,"netanyahu, benjamin, minister, prime, benjaminnetanyahu",3,2023-10-05 13:32:03.960784384+00:00,Netanyahu in Israel
64,"taylor, swift, taylorswift, akner, brodesser",4,2023-10-05 13:32:03.960784384+00:00,Taylor Swift
65,"nato, julianne, sweden, alliance, objection",2,2023-10-05 13:32:03.960784384+00:00,Nordic Summit on NATO Expansion
66,"connoisseur, snubbed, winery, whiskey, grabbing",2,2023-10-05 13:32:03.960784384+00:00,Wine and Diversity
69,"narco, thrall, cartel, overdose, strained",2,2023-10-05 13:32:03.960784384+00:00,Cartel Violence in Mexico and Colombia
71,"menendez, accepting, bribe, behalf, senator",2,2023-10-05 13:32:03.960784384+00:00,Menendez Bribery Scandal
72,"interpretation, opinion, economic, data, different",1,2023-10-05 13:32:03.960784384+00:00,Economic Resilience in Face of Recession
73,"joshua, furniture, recommendation, tree, magazine",1,2023-10-05 13:32:03.960784384+00:00,Recommendations from Magazine
75,"immortality, ludicrously, obesity, dystopian, medication",2,2023-10-05 13:32:03.960784384+00:00,Weight Loss Drug
76,"rudderless, condemns, deadlocked, israel, sheer",5,2023-10-05 13:32:03.960784384+00:00,President Biden's Israel Trip
77,"counterman, sunnyside, diary, tying, metropolitan",1,2023-10-05 13:32:03.960784384+00:00,New York City Diary
79,"globalization, amazing, seismic, cbs, fellow",1,2023-10-05 13:32:03.960784384+00:00,Climate Change Solutions
80,"rippled, partially, filmed, stranger, hollywood",1,2023-10-05 13:32:03.960784384+00:00,Hollywood Actor Strike
81,"airstrikes, bulldozer, crammed, paramedic, corridor",2,2023-10-05 13:32:03.960784384+00:00,Israeli raid on Gaza's Al Shifa Hospital
82,"functionally, consensually, dysfunctional, operates, confident",2,2023-10-05 13:32:03.960784384+00:00,Political Polarization in America
85,"hostage, kidnapped, israeli, argamani, yoni",8,2023-10-05 13:32:03.960784384+00:00,Hostage Crisis in Gaza
86,"rucking, weighted, cardio, backpack, gym",1,2023-10-05 13:32:03.960784384+00:00,Fitness Exercise Workout Habits
87,"cristaseya, hide, know, trying, find",1,2023-10-05 13:32:03.960784384+00:00,Want to hear
88,"interventionist, trumpist, transcends, geography, elite",5,2023-10-05 13:32:03.960784384+00:00,Republican Party Disarray
91,"unsuitable, newer, opera, reversed, harsh",1,2023-10-05 13:32:03.960784384+00:00,Opera Premiere at Metropolitan Opera
95,"burchett, carolina, betrayed, tennessee, compete",2,2023-10-05 13:32:03.960784384+00:00,Carolina Governors
96,"undergoes, commanding, driverless, wheel, scrutiny",1,2023-10-05 13:32:03.960784384+00:00,Congestion Pricing in NYC
98,"benchmark, lowest, average, score, subject",1,2023-10-05 13:32:03.960784384+00:00,College Admissions and Financial Aid
99,"childrens, pocketed, homeless, hare, guaranteeing",3,2023-10-05 13:32:03.960784384+00:00,Homelessness in Cities
100,"mexicana, agushto, papa, outlet, podcast",1,2023-10-05 13:32:03.960784384+00:00,Pop Superstar Conversation
102,"rockaways, property, ridgefield, murray, sand",2,2023-10-05 13:32:03.960784384+00:00,Property in Manhattan
104,"mccarthy, kevin, dethroned, frenetic, ousting",3,2023-10-05 13:32:03.960784384+00:00,Ousting Speaker Kevin McCarthy
105,"meaningful, approach, possible, expert, conversation",1,2023-10-05 13:32:03.960784384+00:00,Experts Say Sleep Essential for Better Health
106,"miniature, submitted, featuring, modern, love",1,2023-10-05 13:32:03.960784384+00:00,Modern Love Miniature Featuring Reader Submitted Stories
108,"misusing, attorney, denied, general, benefit",1,2023-10-05 13:32:03.960784384+00:00,Attorney General Ken Paxton
109,"reading, suggested, editor, critic, suggestedreading",1,2023-10-05 13:32:03.960784384+00:00,Suggested Reading in New York Times
110,"franchiser, brokerage, realtor, belong, anywhere",1,2023-10-05 13:32:03.960784384+00:00,New York Real Estate Settlement
112,"oct, correction, print, appeared, monday",3,2023-10-05 13:32:03.960784384+00:00,Correction Appeared in Print on Monday
113,"kennedy, jr, robert, alter, dynamic",2,2023-10-05 13:32:03.960784384+00:00,Robert Kennedy Jr. Presidential Bid
115,"unsupervised, telemedicine, depressive, approximately, treatment",3,2023-10-05 13:32:03.960784384+00:00,Mental Health Crisis in Adolescents
116,"titanic, imploded, dive, vessel, floor",1,2023-10-05 13:32:03.960784384+00:00,Missing Submersible Titanic Wreckage
117,"map, protasiewicz, janet, voting, legislative",4,2023-10-05 13:32:03.960784384+00:00,Alabama Voting Map Dispute
118,"earthquake, quake, magnitude, naci, gorur",4,2023-10-05 13:32:03.960784384+00:00,Earthquake in Morocco
119,"egypt, gaza, invasion, blockaded, crammed",4,2023-10-05 13:32:03.960784384+00:00,Southern Gaza Under Threat Of Israeli Invasion
120,"minor, transgender, transition, trucking, banning",3,2023-10-05 13:32:03.960784384+00:00,Transgender minor transition care ban
121,"middle, east, limping, analyzed, broadly",3,2023-10-05 13:32:03.960784384+00:00,Middle East Conflict
122,"anticipates, drip, reopened, tourism, wildfire",1,2023-10-05 13:32:03.960784384+00:00,Hawaii Wildfire Devastates Lahaina
126,"mina, immunologist, pathogen, aspect, immunity",1,2023-10-05 13:32:03.960784384+00:00,Vaccine Shot for Covid and Flu
129,"forefront, montana, passed, wave, account",1,2023-10-05 13:32:03.960784384+00:00,Social Media Regulation
132,"unites, volodymyr, zelensky, aggression, terror",1,2023-10-05 13:32:03.960784384+00:00,President Volodymyr Zelensky
133,"inspired, tell, image, real, story",2,2023-10-05 13:32:03.960784384+00:00,Real Inspired Image Stories
140,"suozzi, freshman, embark, unsuccessful, threshold",2,2023-10-05 13:32:03.960784384+00:00,Suozzi vs Pilip in NY Special House Election
145,"lung, overcame, disparity, diagnosis, driving",2,2023-10-05 13:32:03.960784384+00:00,Gene Therapy for Disease Treatment
148,"blinken, antony, additional, assistance, secretary",1,2023-10-05 13:32:03.960784384+00:00,Antony Blinken Middle East Tensions
149,"storytelling, journalism, audio, share, best",1,2023-10-05 13:32:03.960784384+00:00,Audio Journalism Weekly Roundup
152,"easiest, hardest, spelling, evolving, bee",2,2023-10-05 13:32:03.960784384+00:00,New York City News
154,"goofiness, constructed, linguistic, foothold, arena",1,2023-10-05 13:32:03.960784384+00:00,Linguistic Thought and Identity
156,"sunday, october, correction, print, oct",2,2023-10-05 13:32:03.960784384+00:00,Corrections in Print on Sunday
158,"limmer, birdwing, shipped, deceased, butterfly",1,2023-10-05 13:32:03.960784384+00:00,Federal Prosecutor Says
159,"droz, tragos, tracy, afford, comfort",1,2023-10-05 13:32:03.960784384+00:00,Documentary Explores Transmasculine Experience
163,"luisa, weah, noboa, globally, leftist",2,2023-10-05 13:32:03.960784384+00:00,Venezuela Presidential Election
169,"drone, squeeze, regularly, vital, grain",1,2023-10-05 13:32:03.960784384+00:00,Drone Attack Moscow
170,"prospered, columnist, market, lost, held",1,2023-10-05 13:32:03.960784384+00:00,Stock Market Outlook
171,"bashar, assad, torture, netherlands, convention",1,2023-10-05 13:32:03.960784384+00:00,Guantánamo Bay bombing detainee
173,"giuliani, rudolph, trouble, tax, financial",1,2023-10-05 13:32:03.960784384+00:00,Rudolph Giuliani Defamed in Georgia Election
174,"combining, agriculture, conservation, producing, affordable",1,2023-10-05 13:32:03.960784384+00:00,Climate Change Impact on Agriculture
177,"cutback, preschool, everyone, access, class",1,2023-10-05 13:32:03.960784384+00:00,New York City charter schools addressing poverty and segregation
179,"feinstein, dianne, diannefeinstein, garvey, senator",4,2023-10-05 13:32:03.960784384+00:00,Feinstein's Senate Seat
183,"jackpot, google, model, hold, business",1,2023-10-05 13:32:03.960784384+00:00,Investor Activist Peltz Disney Earnings
185,"caption, moderated, stripped, closely, join",1,2023-10-05 13:32:03.960784384+00:00,Student See Moderated Conversation
187,"crossword, friday, get, puzzle, help",1,2023-10-05 13:32:03.960784384+00:00,Crossword Puzzle Help
188,"dollarize, milei, javier, argentina, peso",1,2023-10-05 13:32:03.960784384+00:00,Argentina Far-Right Politics
189,"smorgasbord, austria, recommends, sweden, tv",1,2023-10-05 13:32:03.960784384+00:00,TV Critic Recommends
192,"korea, iranian, profit, released, oil",1,2023-10-05 13:32:03.960784384+00:00,South Korean Culture & Society
193,"narrated, timenarrated, tense, article, around",2,2023-10-05 13:32:03.960784384+00:00,Time Narrated Articles
194,"separately, divorced, nbc, interview, revealed",1,2023-10-05 13:32:03.960784384+00:00,Interviews with Showrunners
197,"retaliates, condemn, maintain, aside, divide",1,2023-10-05 13:32:03.960784384+00:00,Tlaib criticized for anti-Israel remarks
198,"greensky, goldman, lender, buying, sell",1,2023-10-05 13:32:03.960784384+00:00,Wall Street Bank Earnings
200,"grisly, imagery, misinformation, remove, elon",1,2023-10-05 13:32:03.960784384+00:00,TikTok Ban
201,"athenaeum, nondescript, psychedelic, curious, midtown",1,2023-10-05 13:32:03.960784384+00:00,Psychedelics and Addiction
205,"inverted, jenny, valuable, error, stamp",1,2023-10-05 13:32:03.960784384+00:00,Correction Appeared in Print on Thursday
206,"modi, narendra, booker, expression, crackdown",1,2023-10-05 13:32:03.960784384+00:00,Narendra Modi Seeks Third Term as Prime Minister of India
212,"balton, ramble, stewart, jane, david",1,2023-10-05 13:32:03.960784384+00:00,David Balton & Jane Stewart Puzzle
216,"incredulity, prompt, god, memoir, filmmaker",1,2023-10-05 13:32:03.960784384+00:00,New Memoir by Shane McCrae
219,"patois, jamaica, par, monarchy, weighs",1,2023-10-05 13:32:03.960784384+00:00,Haiti gang violence
220,"kimmel, jimmy, scorn, levity, piling",3,2023-10-05 13:32:03.960784384+00:00,Kimmel vs Trump
221,"taliban, afghanistan, pakistan, takeover, illegally",1,2023-10-05 13:32:03.960784384+00:00,Taliban Threat in Afghanistan
222,"lurking, resuming, loan, surging, payment",1,2023-10-05 13:32:03.960784384+00:00,Student Loan Repayment
224,"selection, published, recently, book, chetna",1,2023-10-05 13:32:03.960784384+00:00,Recent Book Releases
225,"santos, george, treasurer, implicated, fraudulent",2,2023-10-05 13:32:03.960784384+00:00,George Santos Expulsion
226,"ezra, klein, episode, oct, ezraklein",1,2023-10-05 13:32:03.960784384+00:00,Ezra Klein Show
234,"stoop, staircase, balcony, wedding, backyard",1,2023-10-05 13:32:03.960784384+00:00,Unconventional Wedding Celebration
236,"abbott, greg, militarization, concertina, gov",2,2023-10-05 13:32:03.960784384+00:00,Texas Border Immigration
237,"shishapangma, mountaineer, tallest, climber, avalanche",1,2023-10-05 13:32:03.960784384+00:00,Climbing Mount Everest
238,"october, quotation, monday, november, quotationof",1,2023-10-05 13:32:03.960784384+00:00,Quotation Day Monday November
240,"sajjan, harjit, preparedness, diaspora, canada",1,2023-10-05 13:32:03.960784384+00:00,Sikh Separatist Killed in Canada
247,"hullabaloo, toughest, missed, word, might",1,2023-10-05 13:32:03.960784384+00:00,Toughest Word This Week
257,"falsehood, spreading, generated, tiktok, voice",1,2023-10-05 13:32:03.960784384+00:00,Twitter vs Instagram App Battle
258,"october, quotation, quotationof, january, day",2,2023-10-05 13:32:03.960784384+00:00,Quotation Day Thursday January
259,"continuing, suspect, investigation, released, name",1,2023-10-05 13:32:03.960784384+00:00,Investigation into Soccer Federation
260,"oct, correction, print, appeared, saturday",3,2023-10-05 13:32:03.960784384+00:00,Correction Appeared in Print on Saturday Oct
265,"chapstick, marathon, fu, yan, swipe",1,2023-10-05 13:32:03.960784384+00:00,New York City Marathon
268,"stoneman, saturday, willie, proper, correctionthat",1,2023-10-05 13:32:03.960784384+00:00,Corrections in Print on Saturday
273,"asian, intense, driven, within, bill",1,2023-10-05 13:32:03.960784384+00:00,State Legislature Activity
274,"scarred, islamist, captain, string, terrorist",1,2023-10-05 13:32:03.960784384+00:00,French Riots Over Police Brutality
277,"occupational, slab, prop, concrete, crushed",1,2023-10-05 13:32:03.960784384+00:00,Collapse of Building in Bronx
281,"epstein, barclays, jeffrey, retained, misled",1,2023-10-05 13:32:03.960784384+00:00,Jeffrey Epstein Sex Trafficking
287,"aboriginal, advisory, indigenous, campaigning, proposal",1,2023-10-05 13:32:03.960784384+00:00,Indigenous sovereignty and adoption
294,"mohammadi, narges, nobel, prize, tehran",4,2023-10-05 13:32:03.960784384+00:00,Narges Mohammadi Jailed in Iran
298,"goodbye, silver, screen, age, small",1,2023-10-05 13:32:03.960784384+00:00,Goodbye Small Screen Silver Age
300,"adapt, grappling, disruption, learning, natural",1,2023-10-05 13:32:03.960784384+00:00,School shutdown in district
302,"placebo, unpacking, mystery, pain, suffering",1,2023-10-05 13:32:03.960784384+00:00,Painful Dental Work Leads to Suffering
303,"hroza, burying, hamlet, identifying, missile",1,2023-10-05 13:32:03.960784384+00:00,Missile strike in Ukraine
307,"showcasing, brash, inhabitant, investigates, true",1,2023-10-05 13:32:03.960784384+00:00,True Crime Podcasts
312,"spanned, hair, stylist, quest, continent",1,2023-10-05 13:32:03.960784384+00:00,Hair Evolution & Styling
316,"better, many, sorry, lie, got",3,2023-10-05 13:32:03.960784384+00:00,Sorry vs Lie
318,"strike, sept, aftra, sag, officially",2,2023-10-05 13:32:03.960784384+00:00,Sag Aftra Strike Agreement
320,"adopting, montana, bear, increasing, neighbor",1,2023-10-05 13:32:03.960784384+00:00,Yellowstone wildlife encounters
341,"itchy, skin, bout, specialist, dry",1,2023-10-05 13:32:03.960784384+00:00,Itchy skin relief
342,"kany, prof, miranda, taste, woman",1,2023-10-05 13:32:03.960784384+00:00,Young woman grapples with sorrow in play
343,"lethal, foie, inoculation, gras, flu",2,2023-10-05 13:32:03.960784384+00:00,Avian Flu Outbreak
345,"pati, maori, swat, wielded, te",1,2023-10-05 13:32:03.960784384+00:00,New Zealand Indigenous Issues
349,"nagorno, karabakh, harbinger, disorder, conflict",1,2023-10-05 13:32:03.960784384+00:00,Azerbaijan-Nagorno Karabakh Stalemate
352,"dollarization, peso, ditch, presidential, risk",1,2023-10-05 13:32:03.960784384+00:00,Reelection Economic Performance
353,"tending, splendor, dreaming, pastime, humble",1,2023-10-05 13:32:03.960784384+00:00,Urban gardening
370,"mosquito, drainage, pipe, rainforest, insect",1,2023-10-05 13:32:03.960784384+00:00,Mosquito-borne Diseases
373,"soda, choking, hazard, dairy, candy",2,2023-10-05 13:32:03.960784384+00:00,Poisoned Apple Sauce
375,"gershkovich, evan, journal, espionage, denies",1,2023-10-05 13:32:03.960784384+00:00,Evan Gershkovich Reporter Wall Street Journal
376,"zorn, tzadik, imprint, catalog, archive",1,2023-10-05 13:32:03.960784384+00:00,Best Audio App Discovered
380,"labour, opposition, observer, parliamentary, ask",2,2023-10-05 13:32:03.960784384+00:00,Pedro Sánchez inquiry
381,"employer, added, welcomed, forecast, gain",1,2023-10-05 13:32:03.960784384+00:00,Employer Job Growth
391,"third, thirdparty, blessed, starve, announcing",2,2023-10-05 13:32:03.960784384+00:00,Third Party Candidates
392,"piling, donate, succeeded, pledged, modest",1,2023-10-05 13:32:03.960784384+00:00,Donation Tax Deductible Philanthropy
396,"gravitating, discount, dragged, spur, shopper",1,2023-10-05 13:32:03.960784384+00:00,Beijing Real Estate Sector
397,"october, quotation, quotationof, day, saturday",3,2023-10-05 13:32:03.960784384+00:00,Quotation Day Friday October
409,"wrangle, threat, book, recent, news",1,2023-10-05 13:32:03.960784384+00:00,New Book Explores Existential Questions
411,"hur, counsel, appointed, investigate, sensitive",1,2023-10-05 13:32:03.960784384+00:00,Special Counsel Robert Hur Accused President Last Month
413,"tangled, medical, exploitation, breakthrough, ethic",1,2023-10-05 13:32:03.960784384+00:00,Black Women's Health Breakthrough
415,"hubris, broken, process, getting, call",1,2023-10-05 13:32:03.960784384+00:00,Defender of Donald Trump
416,"embroidered, darling, favorite, yourfavorite, cap",1,2023-10-05 13:32:03.960784384+00:00,Favorite Things Your Faves
-1,"israel, hamas, gaza, palestinian, israeli",436,2023-10-12 17:44:26.058823424+00:00,Political News
0,"cuisine, restaurant, dinner, dish, djon",28,2023-10-12 17:44:26.058823424+00:00,Recipe for Chicken Dish
1,"museum, art, artist, painting, sculpture",31,2023-10-12 17:44:26.058823424+00:00,Art Exhibition in Brooklyn
2,"chinese, china, beijing, neutrality, recommit",10,2023-10-12 17:44:26.058823424+00:00,China-US Relations
3,"novel, ndiaye, tremor, book, haunted",14,2023-10-12 17:44:26.058823424+00:00,Novels by Irish Author
4,"neill, replaced, panettieri, compton, prepper",8,2023-10-12 17:44:26.058823424+00:00,Director Wes Ball Narrates Sequence Film
5,"fashion, choppy, slickness, ferraris, birkenstock",6,2023-10-12 17:44:26.058823424+00:00,Fashion Designer Dies
6,"stuck, feeling, today, puzzle, help",7,2023-10-12 17:44:26.058823424+00:00,Feeling Stuck Today Puzzle Help
7,"need, puzzle, case, help, puzzlehelp",8,2023-10-12 17:44:26.058823424+00:00,Puzzle Help Needed
8,"ukraine, initiative, ukrainian, atacms, memento",6,2023-10-12 17:44:26.058823424+00:00,Ukraine-Russia War
9,"officer, gun, police, suspect, sanitizer",7,2023-10-12 17:44:26.058823424+00:00,Shootings and Police Encounters
10,"rain, storm, wetter, unleashing, oceanic",6,2023-10-12 17:44:26.058823424+00:00,Heavy rain and flooding in southern California
11,"reader, essay, respond, discus, renouncing",6,2023-10-12 17:44:26.058823424+00:00,Marriage Perspectives
12,"schreck, gareth, clyde, heidi, davidson",3,2023-10-12 17:44:26.058823424+00:00,TV Series
13,"eclipse, sky, rim, ring, falcon",5,2023-10-12 17:44:26.058823424+00:00,Moon Exploration
14,"hydrogen, scratch, exxon, hurting, exists",3,2023-10-12 17:44:26.058823424+00:00,Fossil Fuels and Climate Change
15,"round, choice, beyond, announced, candidate",1,2023-10-12 17:44:26.058823424+00:00,Presidential Primary Candidates
16,"nytimes, com, sentence, article, word",5,2023-10-12 17:44:26.058823424+00:00,Nytimes articles from past year
17,"iran, hezbollah, iranian, lebanon, backed",8,2023-10-12 17:44:26.058823424+00:00,Iranian commander killed in Israeli strike
18,"hamas, demolishing, gaza, capacity, israel",9,2023-10-12 17:44:26.058823424+00:00,Gaza War & Hamas Attack
19,"tirade, inflating, chesebro, fixer, undercut",3,2023-10-12 17:44:26.058823424+00:00,Donald Trump Fraud Trial
20,"doylestown, livingston, rey, francisco, pasadena",2,2023-10-12 17:44:26.058823424+00:00,Three-bedroom home in Los Angeles
21,"tringali, lieberman, juliana, carla, flex",4,2023-10-12 17:44:26.058823424+00:00,Solving Weekend Puzzles
22,"ballet, choreographer, generosity, dance, jiri",7,2023-10-12 17:44:26.058823424+00:00,Dance in New York
23,"clue, chair, reserve, listen, rate",1,2023-10-12 17:44:26.058823424+00:00,Federal Reserve Interest Rate
24,"broadway, musical, dishing, pluviophile, moulin",7,2023-10-12 17:44:26.058823424+00:00,Broadway Musical Revival
25,"logic, transformative, leap, imagination, rely",1,2023-10-12 17:44:26.058823424+00:00,Artificial Intelligence
26,"spoiler, contains, review, warning, columnist",3,2023-10-12 17:44:26.058823424+00:00,Day Puzzle Warning Contains Spoiler
27,"album, rapper, solo, feargal, migos",7,2023-10-12 17:44:26.058823424+00:00,Billboard Chart Toppers
29,"crowing, lovable, owner, property, social",1,2023-10-12 17:44:26.058823424+00:00,Social Media Platform
30,"rent, soloviev, permanently, parking, casino",2,2023-10-12 17:44:26.058823424+00:00,Housing Rent Regulation
31,"winnable, mideast, strain, handling, coalition",2,2023-10-12 17:44:26.058823424+00:00,Biden Addresses American Public
32,"migrant, taxing, invoke, asylum, subjected",4,2023-10-12 17:44:26.058823424+00:00,Asylum Seekers at Southern Border
33,"slashing, car, electric, automaker, compete",2,2023-10-12 17:44:26.058823424+00:00,Electric Vehicles
34,"protestant, sectarian, catholic, heal, wound",2,2023-10-12 17:44:26.058823424+00:00,Pope Francis and Catholic Church
35,"university, gurion, negev, yeshiva, reconsidering",4,2023-10-12 17:44:26.058823424+00:00,Palestinian protest on campus
37,"ethicist, magazine, extenuating, outweigh, columnist",2,2023-10-12 17:44:26.058823424+00:00,Climate Change Ethics
38,"regulator, genteel, reserving, megadeal, activision",6,2023-10-12 17:44:26.058823424+00:00,Microsoft Google Face Antitrust Probe
39,"woodfin, mcdowell, lizzie, mcfawn, handerhan",4,2023-10-12 17:44:26.058823424+00:00,Dating App Success Stories
41,"overrule, ketanji, deciding, apparently, precedent",1,2023-10-12 17:44:26.058823424+00:00,Supreme Court Cases
42,"goodell, playoff, commissioner, baseball, league",2,2023-10-12 17:44:26.058823424+00:00,Yankees vs Mets Baseball Rivalry
43,"florida, elective, governor, coppins, mckay",3,2023-10-12 17:44:26.058823424+00:00,Florida Governor Presidential Campaign
44,"germ, lick, nip, cherish, affection",2,2023-10-12 17:44:26.058823424+00:00,Dog Care Industry
47,"kraftwerk, hargrove, sleater, kinney, flack",2,2023-10-12 17:44:26.058823424+00:00,Heartrack
49,"speaker, jim, jordan, republican, representative",20,2023-10-12 17:44:26.058823424+00:00,Speaker Vote Challenge
50,"codify, energized, pritzker, elevate, abortion",1,2023-10-12 17:44:26.058823424+00:00,Abortion Rights in Ohio
54,"roundly, characterization, condemn, lebanese, militant",1,2023-10-12 17:44:26.058823424+00:00,White House Politics
55,"ford, automobile, motor, union, worker",4,2023-10-12 17:44:26.058823424+00:00,Union Negotiations
56,"bankman, fried, ftx, steph, nishad",2,2023-10-12 17:44:26.058823424+00:00,FTX Founder Arrested
58,"namibia, finland, independence, ireland, prominent",1,2023-10-12 17:44:26.058823424+00:00,West African regional bloc presidency
59,"cable, mover, ad, untold, streaming",2,2023-10-12 17:44:26.058823424+00:00,Streaming Service Revenue
60,"offspring, microbiomes, caecilian, amphibian, woodland",2,2023-10-12 17:44:26.058823424+00:00,Reptile Evolution in Australia
61,"netanyahu, benjamin, averse, prime, minister",4,2023-10-12 17:44:26.058823424+00:00,Netanyahu in Israel
63,"handily, shadowed, cricket, cup, stormy",1,2023-10-12 17:44:26.058823424+00:00,World Cup
64,"swift, taylor, semblance, ticket, airfare",2,2023-10-12 17:44:26.058823424+00:00,Taylor Swift
66,"wine, hobbyist, vacchi, babel, cocktail",4,2023-10-12 17:44:26.058823424+00:00,Wine and Diversity
68,"grillo, gangi, diligence, guessing, dominic",2,2023-10-12 17:44:26.058823424+00:00,New York Times Crossword Debuts
71,"menendez, senator, robert, jersey, senatorrobert",4,2023-10-12 17:44:26.058823424+00:00,Menendez Bribery Scandal
72,"slump, investment, great, american, economy",1,2023-10-12 17:44:26.058823424+00:00,Economic Resilience in Face of Recession
73,"hideaway, recommendation, brooch, tiffany, calvin",2,2023-10-12 17:44:26.058823424+00:00,Recommendations from Magazine
74,"chatbot, chatbots, query, tweak, anthropic",3,2023-10-12 17:44:26.058823424+00:00,Chatbots Race: Tech Giants' Own Dangerous Creations
76,"biden, israel, wartime, consoled, undying",11,2023-10-12 17:44:26.058823424+00:00,President Biden's Israel Trip
77,"diary, metropolitan, stressful, contribute, tale",2,2023-10-12 17:44:26.058823424+00:00,New York City Diary
78,"tube, cardboard, ax, smashed, accountable",3,2023-10-12 17:44:26.058823424+00:00,Preparing for Trial: Juror Selection and Evidence Preparation
79,"solution, mean, problem, climate, change",1,2023-10-12 17:44:26.058823424+00:00,Climate Change Solutions
80,"streep, meryl, strike, studded, hollywood",2,2023-10-12 17:44:26.058823424+00:00,Hollywood Actor Strike
81,"hospital, explosion, evacuate, sick, anticipated",7,2023-10-12 17:44:26.058823424+00:00,Israeli raid on Gaza's Al Shifa Hospital
82,"lobbyist, horizon, entrepreneur, governing, natural",1,2023-10-12 17:44:26.058823424+00:00,Political Polarization in America
83,"unaware, utility, affected, injury, related",1,2023-10-12 17:44:26.058823424+00:00,Train Accident in Ohio
84,"rowan, insufficient, antisemitism, apollo, marc",1,2023-10-12 17:44:26.058823424+00:00,Antisemitism at Columbia University
85,"descending, kibbutz, hostage, dense, chaotic",2,2023-10-12 17:44:26.058823424+00:00,Hostage Crisis in Gaza
88,"downward, permanently, spiral, phillips, nixon",3,2023-10-12 17:44:26.058823424+00:00,Republican Party Disarray
90,"allina, unionized, physician, sector, minnesota",1,2023-10-12 17:44:26.058823424+00:00,Medicaid Coverage
